Date,city,value,location,item_id
2010-03-14,Bogota-America,14.957142857142857,America,Bogota
2010-03-14,Roma-Europe,6.357142857142857,Europe,Roma
2010-03-14,Reykjavic-Europe,5.6000000000000005,Europe,Reykjavic
2010-03-14,Dublin-Europe,3.2285714285714286,Europe,Dublin
2010-03-14,Sydney-Oceania,21.785714285714285,Oceania,Sydney
2010-03-14,Cape Town-Africa,21.428571428571427,Africa,Cape Town
2010-03-14,Madrid-Europe,4.071428571428571,Europe,Madrid
2010-03-14,Los Angeles-America,16.82857142857143,America,Los Angeles
2010-03-14,Beijing-Asia,1.5857142857142859,Asia,Beijing
2010-03-14,New orleans-America,21.5,America,New orleans
2010-03-14,Shanghai-Asia,7.928571428571429,Asia,Shanghai
2010-03-14,Singapore-Asia,29.014285714285712,Asia,Singapore
2010-03-14,Busan-Asia,6.714285714285714,Asia,Busan
2010-03-14,Qingdao-Asia,3.0142857142857147,Asia,Qingdao
2010-03-14,Kuala-Asia,28.099999999999998,Asia,Kuala
2010-03-14,Yakarta-Asia,29.0,Asia,Yakarta
2010-03-14,Bahamas-America,22.37142857142857,America,Bahamas
2010-03-14,Tokyo-Asia,8.828571428571427,Asia,Tokyo
2010-03-14,Delhi-Asia,22.400000000000002,Asia,Delhi
2010-03-14,Dubai-Asia,23.82857142857143,Asia,Dubai
2010-03-14,Miami-America,25.942857142857143,America,Miami
2010-03-14,New york-America,12.542857142857143,America,New york
2010-03-21,Calgary-America,11.285714285714286,America,Calgary
2010-03-21,Sao Paulo-America,22.62857142857143,America,Sao Paulo
2010-03-21,Washington-America,20.0,America,Washington
2010-03-21,Hamburg-Europe,7.757142857142858,Europe,Hamburg
2010-03-21,Paris-Europe,11.728571428571428,Europe,Paris
2010-03-21,Reykjavic-Europe,4.642857142857143,Europe,Reykjavic
2010-03-21,Roma-Europe,9.742857142857144,Europe,Roma
2010-03-21,Bogota-America,14.742857142857144,America,Bogota
2010-03-21,Dublin-Europe,7.8,Europe,Dublin
2010-03-21,Sydney-Oceania,23.614285714285717,Oceania,Sydney
2010-03-21,Cape Town-Africa,20.12857142857143,Africa,Cape Town
2010-03-21,Madrid-Europe,10.671428571428573,Europe,Madrid
2010-03-21,Los Angeles-America,24.2,America,Los Angeles
2010-03-21,Vancouver-America,8.171428571428573,America,Vancouver
2010-03-21,New orleans-America,19.357142857142858,America,New orleans
2010-03-21,Bahamas-America,21.685714285714287,America,Bahamas
2010-03-21,Singapore-Asia,27.7,Asia,Singapore
2010-03-21,Busan-Asia,8.757142857142856,Asia,Busan
2010-03-21,Qingdao-Asia,5.085714285714286,Asia,Qingdao
2010-03-21,Kuala-Asia,28.04285714285714,Asia,Kuala
2010-03-21,Yakarta-Asia,28.87142857142857,Asia,Yakarta
2010-03-21,Shanghai-Asia,11.728571428571428,Asia,Shanghai
2010-03-21,Tokyo-Asia,12.457142857142857,Asia,Tokyo
2010-03-21,Delhi-Asia,26.2,Asia,Delhi
2010-03-21,Dubai-Asia,26.957142857142856,Asia,Dubai
2010-03-21,Miami-America,23.728571428571428,America,Miami
2010-03-21,New york-America,16.657142857142855,America,New york
2010-03-21,Beijing-Asia,4.814285714285715,Asia,Beijing
2010-03-28,Calgary-America,9.700000000000001,America,Calgary
2010-03-28,Vancouver-America,9.185714285714285,America,Vancouver
2010-03-28,Sao Paulo-America,23.485714285714288,America,Sao Paulo
2010-03-28,Washington-America,16.17142857142857,America,Washington
2010-03-28,Hamburg-Europe,9.385714285714286,Europe,Hamburg
2010-03-28,Roma-Europe,12.742857142857144,Europe,Roma
2010-03-28,Madrid-Europe,11.685714285714285,Europe,Madrid
2010-03-28,Reykjavic-Europe,3.142857142857143,Europe,Reykjavic
2010-03-28,Dublin-Europe,7.842857142857143,Europe,Dublin
2010-03-28,Sydney-Oceania,23.74285714285714,Oceania,Sydney
2010-03-28,Bogota-America,14.642857142857142,America,Bogota
2010-03-28,Paris-Europe,11.985714285714286,Europe,Paris
2010-03-28,Los Angeles-America,21.285714285714285,America,Los Angeles
2010-03-28,Cape Town-Africa,19.2,Africa,Cape Town
2010-03-28,New orleans-America,21.771428571428572,America,New orleans
2010-03-28,Shanghai-Asia,9.700000000000001,Asia,Shanghai
2010-03-28,Singapore-Asia,28.514285714285712,Asia,Singapore
2010-03-28,Busan-Asia,7.757142857142857,Asia,Busan
2010-03-28,Qingdao-Asia,6.285714285714286,Asia,Qingdao
2010-03-28,Kuala-Asia,28.24285714285714,Asia,Kuala
2010-03-28,Yakarta-Asia,29.25714285714286,Asia,Yakarta
2010-03-28,Bahamas-America,23.185714285714287,America,Bahamas
2010-03-28,Tokyo-Asia,7.642857142857143,Asia,Tokyo
2010-03-28,Delhi-Asia,29.442857142857143,Asia,Delhi
2010-03-28,Dubai-Asia,27.17142857142857,Asia,Dubai
2010-03-28,Miami-America,26.442857142857143,America,Miami
2010-03-28,New york-America,11.357142857142858,America,New york
2010-03-28,Beijing-Asia,7.585714285714286,Asia,Beijing
2010-04-04,Calgary-America,10.157142857142857,America,Calgary
2010-04-04,Vancouver-America,7.057142857142857,America,Vancouver
2010-04-04,Sao Paulo-America,21.728571428571428,America,Sao Paulo
2010-04-04,Washington-America,20.8,America,Washington
2010-04-04,Hamburg-Europe,8.285714285714286,Europe,Hamburg
2010-04-04,Roma-Europe,11.9,Europe,Roma
2010-04-04,Madrid-Europe,10.171428571428573,Europe,Madrid
2010-04-04,Reykjavic-Europe,-2.142857142857143,Europe,Reykjavic
2010-04-04,Dublin-Europe,4.042857142857143,Europe,Dublin
2010-04-04,Sydney-Oceania,19.714285714285715,Oceania,Sydney
2010-04-04,Bogota-America,14.757142857142856,America,Bogota
2010-04-04,Paris-Europe,9.042857142857143,Europe,Paris
2010-04-04,Los Angeles-America,17.54285714285714,America,Los Angeles
2010-04-04,Cape Town-Africa,19.2,Africa,Cape Town
2010-04-04,New orleans-America,24.285714285714285,America,New orleans
2010-04-04,Bahamas-America,22.75714285714286,America,Bahamas
2010-04-04,Shanghai-Asia,11.728571428571428,Asia,Shanghai
2010-04-04,Singapore-Asia,27.900000000000002,Asia,Singapore
2010-04-04,Busan-Asia,9.87142857142857,Asia,Busan
2010-04-04,Kuala-Asia,27.457142857142856,Asia,Kuala
2010-04-04,Yakarta-Asia,28.514285714285712,Asia,Yakarta
2010-04-04,Qingdao-Asia,8.585714285714285,Asia,Qingdao
2010-04-04,Tokyo-Asia,10.085714285714287,Asia,Tokyo
2010-04-04,Beijing-Asia,9.957142857142857,Asia,Beijing
2010-04-04,Miami-America,26.514285714285712,America,Miami
2010-04-04,New york-America,14.842857142857143,America,New york
2010-04-04,Delhi-Asia,30.25714285714286,Asia,Delhi
2010-04-04,Dubai-Asia,26.614285714285717,Asia,Dubai
2010-04-11,Sydney-Oceania,21.085714285714285,Oceania,Sydney
2010-04-11,Dublin-Europe,8.885714285714286,Europe,Dublin
2010-04-11,Reykjavic-Europe,4.142857142857143,Europe,Reykjavic
2010-04-11,Roma-Europe,12.285714285714286,Europe,Roma
2010-04-11,Los Angeles-America,20.32857142857143,America,Los Angeles
2010-04-11,Paris-Europe,11.228571428571428,Europe,Paris
2010-04-11,Hamburg-Europe,8.785714285714286,Europe,Hamburg
2010-04-11,Washington-America,25.614285714285717,America,Washington
2010-04-11,Sao Paulo-America,16.642857142857142,America,Sao Paulo
2010-04-11,Cape Town-Africa,17.62857142857143,Africa,Cape Town
2010-04-11,Calgary-America,9.328571428571427,America,Calgary
2010-04-11,Bogota-America,14.742857142857144,America,Bogota
2010-04-11,Madrid-Europe,12.714285714285714,Europe,Madrid
2010-04-11,Vancouver-America,7.185714285714285,America,Vancouver
2010-04-11,New york-America,21.457142857142856,America,New york
2010-04-11,New orleans-America,25.385714285714283,America,New orleans
2010-04-11,Shanghai-Asia,11.328571428571427,Asia,Shanghai
2010-04-11,Singapore-Asia,29.3,Asia,Singapore
2010-04-11,Busan-Asia,12.342857142857143,Asia,Busan
2010-04-11,Qingdao-Asia,9.028571428571428,Asia,Qingdao
2010-04-11,Kuala-Asia,28.900000000000002,Asia,Kuala
2010-04-11,Bahamas-America,24.457142857142856,America,Bahamas
2010-04-11,Beijing-Asia,11.385714285714286,Asia,Beijing
2010-04-11,Tokyo-Asia,12.885714285714286,Asia,Tokyo
2010-04-11,Delhi-Asia,31.157142857142855,Asia,Delhi
2010-04-11,Dubai-Asia,29.042857142857144,Asia,Dubai
2010-04-11,Miami-America,28.885714285714283,America,Miami
2010-04-11,Yakarta-Asia,29.5,Asia,Yakarta
2010-04-18,Calgary-America,12.714285714285714,America,Calgary
2010-04-18,Vancouver-America,11.014285714285714,America,Vancouver
2010-04-18,Sao Paulo-America,20.74285714285714,America,Sao Paulo
2010-04-18,Washington-America,20.400000000000002,America,Washington
2010-04-18,Hamburg-Europe,7.771428571428571,Europe,Hamburg
2010-04-18,Roma-Europe,12.828571428571427,Europe,Roma
2010-04-18,Madrid-Europe,11.542857142857143,Europe,Madrid
2010-04-18,Reykjavic-Europe,4.328571428571428,Europe,Reykjavic
2010-04-18,Dublin-Europe,7.085714285714286,Europe,Dublin
2010-04-18,Sydney-Oceania,19.214285714285715,Oceania,Sydney
2010-04-18,Bogota-America,14.0,America,Bogota
2010-04-18,Paris-Europe,11.428571428571429,Europe,Paris
2010-04-18,Cape Town-Africa,17.914285714285715,Africa,Cape Town
2010-04-18,Los Angeles-America,18.1,America,Los Angeles
2010-04-18,New orleans-America,27.0,America,New orleans
2010-04-18,Shanghai-Asia,10.9,Asia,Shanghai
