city,Date,target,p5,p20,p40,p50,p60,p80,p95,mape,mase,rmsle,smape,Location,Item
Shanghai-Asia,2021-11-21,14.942857142857141,9.86474609881236,11.112586220165765,12.263527452249653,12.917915927229835,13.463982250037793,14.691949199319975,16.550254921179828,23.791079171794784,0.9765846669174251,0.23631721735688338,21.23190769029423,Asia,Shanghai
Shanghai-Asia,2021-11-28,10.514285714285714,7.258660712541342,9.049332254271292,10.004520505567681,10.39451270240745,11.03670004351191,11.997939038124455,13.507582670648343,23.791079171794784,0.9765846669174251,0.23631721735688338,21.23190769029423,Asia,Shanghai
Shanghai-Asia,2021-12-05,9.0,4.657096242061723,6.624020790675017,8.090772300904295,8.49999696641778,9.00523334798291,10.169347735725783,11.827473849422885,23.791079171794784,0.9765846669174251,0.23631721735688338,21.23190769029423,Asia,Shanghai
Shanghai-Asia,2021-12-12,11.285714285714286,4.129150582909104,5.676754902693008,6.825798151929552,7.288834794473473,7.840054193724407,8.984448235594853,10.554505573171792,23.791079171794784,0.9765846669174251,0.23631721735688338,21.23190769029423,Asia,Shanghai
Shanghai-Asia,2021-12-19,7.185714285714285,4.756816552909827,6.269326841797609,7.318096734642922,7.7225579048206985,8.201109970199033,9.450527608896074,11.536189077502042,23.791079171794784,0.9765846669174251,0.23631721735688338,21.23190769029423,Asia,Shanghai
Shanghai-Asia,2021-12-26,6.728571428571429,3.0395557170470013,4.693127476581591,6.024832803471479,6.401989274592895,7.05334417830444,8.287717562768606,9.975797857595508,23.791079171794784,0.9765846669174251,0.23631721735688338,21.23190769029423,Asia,Shanghai
Shanghai-Asia,2022-01-02,4.7,2.880297350243249,4.832724625014856,6.283803994429316,6.776207576993586,7.441575998939906,8.518214107407928,10.156316596046567,23.791079171794784,0.9765846669174251,0.23631721735688338,21.23190769029423,Asia,Shanghai
Shanghai-Asia,2022-01-09,7.557142857142857,2.2147239858877343,4.129905871226941,5.179568245639958,5.625910187248234,6.261528673234713,7.714297254236863,10.099248161504235,23.791079171794784,0.9765846669174251,0.23631721735688338,21.23190769029423,Asia,Shanghai
Shanghai-Asia,2022-01-16,4.785714285714286,2.3583112572955622,3.8938665389596343,5.46293499891301,6.114180986657486,6.723396491936839,8.040608729389328,9.801984134296271,23.791079171794784,0.9765846669174251,0.23631721735688338,21.23190769029423,Asia,Shanghai
Shanghai-Asia,2022-01-23,7.642857142857143,3.891577429226209,5.153429700462109,6.567176282497421,7.335033036786212,7.932584658553519,9.141699424759421,10.726203407993635,23.791079171794784,0.9765846669174251,0.23631721735688338,21.23190769029423,Asia,Shanghai
Shanghai-Asia,2022-01-30,5.042857142857143,1.5313768386390534,3.5094259203473266,5.042142249733458,5.628520381986528,6.24935571273537,7.484947819414073,9.334310911143813,23.791079171794784,0.9765846669174251,0.23631721735688338,21.23190769029423,Asia,Shanghai
Shanghai-Asia,2022-02-06,4.528571428571429,3.2020941221577335,4.806775064907471,6.146566157830862,6.586251401040771,7.350690985586447,8.945771496016928,10.704534333787795,23.791079171794784,0.9765846669174251,0.23631721735688338,21.23190769029423,Asia,Shanghai
Shanghai-Asia,2022-02-13,5.957142857142857,5.031449213191398,6.870510951280183,8.20575852083937,8.984925611288382,9.597374726112651,10.900521507858178,12.43877704187627,23.791079171794784,0.9765846669174251,0.23631721735688338,21.23190769029423,Asia,Shanghai
Shanghai-Asia,2022-02-20,4.5,4.134661401642975,6.1977388563744205,7.33901455319747,8.069910970690966,8.682996495592535,10.172675193897955,11.499614937561748,23.791079171794784,0.9765846669174251,0.23631721735688338,21.23190769029423,Asia,Shanghai
Shanghai-Asia,2022-02-27,6.371428571428572,6.925930187513344,8.503060651248076,9.929268860695897,10.44705250989942,10.909143847942392,12.6634440580091,14.598572296510088,23.791079171794784,0.9765846669174251,0.23631721735688338,21.23190769029423,Asia,Shanghai
Shanghai-Asia,2022-03-06,12.028571428571428,6.728868776688701,8.152811550744053,9.460599678018651,10.280381281933863,10.74940642055096,12.55295692087784,15.101620782896493,23.791079171794784,0.9765846669174251,0.23631721735688338,21.23190769029423,Asia,Shanghai
Shanghai-Asia,2022-03-13,15.828571428571431,7.7495023369592415,9.553870010500539,11.190178440768452,11.762507291872765,12.711148158928516,14.173280027604626,16.257768612750404,23.791079171794784,0.9765846669174251,0.23631721735688338,21.23190769029423,Asia,Shanghai
Shanghai-Asia,2022-03-20,12.6,8.600079360560803,10.914975552211772,12.58126890943354,13.169584813707836,14.006953091026553,15.605169557472221,17.601670846510757,23.791079171794784,0.9765846669174251,0.23631721735688338,21.23190769029423,Asia,Shanghai
Shanghai-Asia,2022-03-27,12.057142857142859,9.96012873850811,12.76572887490443,14.419824446887494,15.098315921654336,15.83301926007542,17.484707110270485,19.587085463884893,23.791079171794784,0.9765846669174251,0.23631721735688338,21.23190769029423,Asia,Shanghai
Shanghai-Asia,2022-04-03,11.77142857142857,11.152924421823307,13.090464356660567,14.660057880051905,15.259765370091934,15.895310734932783,17.680293911277165,19.012489395943746,23.791079171794784,0.9765846669174251,0.23631721735688338,21.23190769029423,Asia,Shanghai
Shanghai-Asia,2022-04-10,18.057142857142857,11.614535711907187,13.873909090699087,15.707301451637914,16.45700167925646,17.289416230410325,18.653148790649595,20.792681403829565,23.791079171794784,0.9765846669174251,0.23631721735688338,21.23190769029423,Asia,Shanghai
Shanghai-Asia,2022-04-17,16.54285714285714,14.720465498382968,16.85806396661029,18.06180692596082,18.855885871226448,19.64843600184196,21.232374336022048,23.333220596319997,23.791079171794784,0.9765846669174251,0.23631721735688338,21.23190769029423,Asia,Shanghai
